date,volatility
2016-04-23,1.62922474058e-06
2016-04-24,2.18593214353e-06
2016-04-25,4.63259681736e-06
2016-04-26,2.84194845189e-06
2016-04-27,1.1848056252e-05
2016-04-28,3.97316053313e-06
2016-04-29,1.43834476241e-06
2016-04-30,1.84527856325e-06
2016-05-01,6.51973407538e-07
2016-05-02,5.24815502421e-06
2016-05-03,1.06675629553e-06
2016-05-04,7.77853364844e-07
2016-05-05,5.22062581057e-07
2016-05-06,1.48523680028e-06
2016-05-07,6.64711822944e-07
2016-05-08,6.0508885337e-07
2016-05-09,1.40767820909e-06
2016-05-10,3.21335375163e-06
2016-05-11,1.39192603243e-06
2016-05-12,1.58131611089e-06
2016-05-13,6.5014154453e-07
2016-05-14,3.08327103355e-07
2016-05-15,5.13935177892e-07
2016-05-16,1.22221996872e-06
2016-05-17,6.66743888272e-07
2016-05-18,2.63001755526e-07
2016-05-19,4.54951081912e-06
2016-05-20,9.10898279291e-07
2016-05-21,5.76749137364e-07
2016-05-22,5.56499721744e-07
2016-05-23,6.51836771373e-07
2016-05-24,1.04160914166e-06
2016-05-25,7.59459445799e-07
2016-05-26,2.88471061282e-06
2016-05-27,5.18822163801e-06
2016-05-28,3.53272909845e-05
2016-05-29,2.90960824075e-05
2016-05-30,9.87485911671e-06
2016-05-31,9.99330321521e-06
2016-06-01,3.43805944756e-06
2016-06-02,2.33311087682e-06
2016-06-03,6.19957368283e-06
2016-06-04,1.28037261677e-05
2016-06-05,5.569788128e-06
2016-06-06,1.89457425347e-06
2016-06-07,5.00635470805e-06
2016-06-08,1.86846768079e-06
2016-06-09,1.70769196489e-06
2016-06-10,9.79204992408e-07
2016-06-11,1.12836371275e-05
2016-06-12,2.72783428588e-05
2016-06-13,5.33775492442e-05
2016-06-14,1.52289986186e-05
2016-06-15,1.14808568919e-05
2016-06-16,1.76814476232e-05
2016-06-17,3.30279716213e-05
2016-06-18,1.65165503352e-05
2016-06-19,8.50545492542e-06
2016-06-20,7.93091270267e-05
2016-06-21,9.11783386791e-05
2016-06-22,9.95954481853e-05
2016-06-23,0.000112992045068
2016-06-24,5.30367749845e-05
2016-06-25,2.40775278523e-05
2016-06-26,3.30693864152e-05
2016-06-27,8.1676326815e-06
2016-06-28,7.21327026075e-06
2016-06-29,4.8265452742e-06
2016-06-30,1.12514388068e-05
2016-07-01,9.73677936444e-06
2016-07-02,1.11179285482e-05
2016-07-03,2.22144157186e-05
2016-07-04,6.17502261111e-06
2016-07-05,6.02230170813e-06
2016-07-06,4.80576180735e-06
2016-07-07,4.5698288782e-05
2016-07-08,6.64005035751e-06
2016-07-09,3.82550229634e-05
2016-07-10,4.20009508093e-06
2016-07-11,3.08837220054e-06
2016-07-12,5.49948265765e-06
2016-07-13,5.01884602786e-06
2016-07-14,1.07514901723e-06
2016-07-15,7.4365579934e-07
2016-07-16,7.99700298732e-07
2016-07-17,1.28875444053e-06
2016-07-18,2.07492311575e-06
2016-07-19,8.49061921461e-07
2016-07-20,1.00664652751e-06
2016-07-21,3.66268318825e-07
2016-07-22,4.20445297086e-06
2016-07-23,1.54866653019e-06
2016-07-24,1.37544381171e-06
2016-07-25,9.67153596674e-07
2016-07-26,4.64313204792e-06
2016-07-27,2.17716916388e-06
2016-07-28,7.56782699066e-07
2016-07-29,6.93375858704e-07
2016-07-30,3.43371489249e-06
2016-07-31,1.32281954444e-05
2016-08-01,1.10988853693e-05
2016-08-02,0.000112376564322
2016-08-03,3.76521185479e-05
2016-08-04,2.66713608356e-05
2016-08-05,3.39131568777e-06
2016-08-06,5.62149611994e-06
2016-08-07,2.83180652137e-06
2016-08-08,1.46124492865e-06
2016-08-09,1.15250142868e-06
2016-08-10,4.32596377666e-06
2016-08-11,1.96752322345e-06
2016-08-12,9.92784186451e-07
2016-08-13,4.39364784624e-07
2016-08-14,4.03429085777e-06
2016-08-15,1.7972306777e-06
2016-08-16,2.49600584933e-06
2016-08-17,1.12003540373e-06
2016-08-18,5.02689752051e-07
2016-08-19,5.12623708423e-07
2016-08-20,7.90551732937e-07
2016-08-21,4.88964742768e-07
2016-08-22,6.56028994462e-07
2016-08-23,2.02977728916e-06
2016-08-24,7.73003135134e-07
2016-08-25,3.48730138558e-07
2016-08-26,1.92714734407e-07
2016-08-27,4.54376514029e-07
2016-08-28,3.79202606849e-07
2016-08-29,6.05401944616e-07
2016-08-30,4.53624725375e-07
2016-08-31,6.52877716017e-07
2016-09-01,1.0152369537e-06
2016-09-02,4.89692324853e-07
2016-09-03,4.93370582456e-06
2016-09-04,3.04864533466e-06
2016-09-05,1.27094727767e-06
2016-09-06,8.99278678269e-07
2016-09-07,6.09950609599e-07
2016-09-08,2.72907826539e-06
2016-09-09,1.15315857484e-06
2016-09-10,3.90808183778e-07
2016-09-11,8.21505108373e-06
2016-09-12,6.07110195732e-07
2016-09-13,7.71743077596e-07
2016-09-14,2.8030097874e-07
2016-09-15,6.5946470052e-07
2016-09-16,2.70479349239e-07
2016-09-17,3.24460372286e-07
2016-09-18,2.68159486994e-07
2016-09-19,3.40328502243e-07
2016-09-20,1.40676159902e-06
2016-09-21,6.85309797863e-07
2016-09-22,3.81216256097e-07
2016-09-23,2.59665182427e-07
2016-09-24,4.24980671703e-07
2016-09-25,3.05183732331e-07
2016-09-26,9.15412414473e-07
2016-09-27,1.31571310526e-06
2016-09-28,3.06194711819e-07
2016-09-29,4.45859573602e-07
2016-09-30,5.90587400984e-07
2016-10-01,3.58537245771e-07
2016-10-02,7.11283338059e-07
2016-10-03,4.07795780755e-07
2016-10-04,2.06744544624e-07
2016-10-05,3.44755738454e-07
2016-10-06,2.76947899648e-07
2016-10-07,3.52356452496e-07
2016-10-08,1.54743599542e-07
2016-10-09,1.50509615413e-07
2016-10-10,2.60541576664e-07
2016-10-11,5.81757669621e-06
2016-10-12,1.73885901313e-06
2016-10-13,1.4828309771e-06
2016-10-14,5.72001585685e-06
2016-10-15,1.81870751354e-07
2016-10-16,3.95663524048e-07
2016-10-17,4.55611844011e-07
2016-10-18,6.90941589535e-07
2016-10-19,1.7380208285e-06
2016-10-20,2.44735129189e-07
2016-10-21,2.15676302624e-07
2016-10-22,4.94069183043e-06
2016-10-23,3.93710244855e-06
2016-10-24,1.90584019256e-06
2016-10-25,3.66652699327e-06
2016-10-26,4.61149400245e-06
2016-10-27,2.35990901746e-06
2016-10-28,2.52118201877e-06
2016-10-29,1.30484626429e-05
2016-10-30,4.39384354011e-06
2016-10-31,2.56495078038e-06
2016-11-01,7.33320959842e-06
2016-11-02,3.35178904556e-06
2016-11-03,3.60216921469e-05
2016-11-04,7.13382902246e-06
2016-11-05,1.35876106487e-06
2016-11-06,2.6903880605e-06
2016-11-07,1.6959133444e-06
2016-11-08,4.429991204e-06
2016-11-09,5.34044810852e-06
2016-11-10,2.14964570411e-06
2016-11-11,9.56828333021e-07
2016-11-12,2.57201340075e-06
2016-11-13,2.97040511465e-06
2016-11-14,2.20133505797e-06
2016-11-15,1.31332760915e-06
2016-11-16,1.07770138935e-05
2016-11-17,3.93008201867e-06
2016-11-18,3.46908962864e-06
2016-11-19,1.69956403067e-06
2016-11-20,6.80778569938e-06
2016-11-21,1.8956005107e-06
2016-11-22,2.37705625921e-06
2016-11-23,2.88834861244e-06
2016-11-24,2.47446039847e-06
2016-11-25,9.44737506248e-07
2016-11-26,2.48292829406e-06
2016-11-27,1.32987928976e-06
2016-11-28,1.02878904059e-06
2016-11-29,1.01448496203e-06
2016-11-30,6.97500172513e-07
2016-12-01,9.11593971728e-07
2016-12-02,4.24610194136e-06
2016-12-03,1.45946236711e-06
2016-12-04,1.12286707773e-06
2016-12-05,1.68266672136e-06
2016-12-06,9.81037681258e-07
2016-12-07,1.39027584905e-06
2016-12-08,7.16473662867e-07
2016-12-09,6.10397923675e-07
2016-12-10,1.17633372608e-06
2016-12-11,2.05191303544e-07
2016-12-12,3.95727621135e-06
2016-12-13,1.28500170965e-06
2016-12-14,1.10284832853e-06
2016-12-15,6.90866067498e-07
2016-12-16,1.7433834698e-06
2016-12-17,3.0638266515e-07
2016-12-18,2.73193579256e-07
2016-12-19,3.90453386932e-07
2016-12-20,1.06167270506e-06
2016-12-21,4.55760288192e-06
2016-12-22,1.65852719029e-05
2016-12-23,1.65382479861e-05
2016-12-24,1.4066592606e-05
2016-12-25,1.01238191096e-05
2016-12-26,3.92788243614e-06
2016-12-27,1.28853786914e-05
2016-12-28,8.10511385074e-06
2016-12-29,6.86830729035e-06
2016-12-30,9.04300429267e-06
2016-12-31,1.8936354024e-06
2017-01-01,3.45391820293e-06
2017-01-02,1.5325802118e-05
2017-01-03,1.10216115518e-05
2017-01-04,5.2449954943e-05
2017-01-05,0.000248528851076
2017-01-06,0.000133024484369
2017-01-07,7.54578204741e-05
2017-01-08,2.93921341769e-05
2017-01-09,6.60293402052e-06
2017-01-10,4.06555821777e-06
2017-01-11,0.000158018524026
2017-01-12,4.41386191346e-05
2017-01-13,2.39909170248e-05
2017-01-14,8.33884331918e-06
2017-01-15,1.34746628491e-06
2017-01-16,7.31952056941e-06
2017-01-17,1.90215158385e-05
2017-01-18,1.94043352069e-05
2017-01-19,4.30169549066e-06
2017-01-20,5.89798011509e-06
2017-01-21,4.19874113762e-06
2017-01-22,1.00720080963e-05
2017-01-23,7.74928022943e-06
2017-01-24,6.97668739361e-06
2017-01-25,2.90536245932e-06
2017-01-26,2.59267787864e-06
2017-01-27,1.03013620611e-06
2017-01-28,2.506996504e-07
2017-01-29,5.62114602159e-07
2017-01-30,2.62726578031e-07
2017-01-31,8.48705052861e-06
2017-02-01,3.09468266292e-06
2017-02-02,2.23199386438e-06
2017-02-03,1.11904905569e-05
2017-02-04,3.65622876672e-06
2017-02-05,3.31882407402e-06
2017-02-06,1.10276496261e-06
2017-02-07,2.17335788861e-06
2017-02-08,1.77666724292e-05
2017-02-09,6.76400775424e-05
2017-02-10,1.19548391274e-05
2017-02-11,2.89991827596e-06
2017-02-12,2.49169489366e-07
2017-02-13,5.04084425485e-06
2017-02-14,6.17875233941e-06
2017-02-15,1.11295339866e-06
2017-02-16,2.33859011651e-06
2017-02-17,3.21666483985e-06
2017-02-18,1.65203317558e-06
2017-02-19,1.89388455212e-06
2017-02-20,4.05545638604e-06
2017-02-21,6.7012797663e-06
2017-02-22,4.40163534256e-06
2017-02-23,9.78874137853e-06
2017-02-24,3.8129379844e-05
2017-02-25,1.75224572493e-05
2017-02-26,4.460531741e-06
2017-02-27,1.02004890921e-05
2017-02-28,3.47421885278e-06
2017-03-01,2.94584631226e-06
2017-03-02,7.78729900443e-06
2017-03-03,8.22280367699e-06
2017-03-04,1.26148613436e-05
2017-03-05,3.15774637847e-06
2017-03-06,1.95395224124e-06
2017-03-07,2.64697691628e-05
2017-03-08,3.12178154772e-05
2017-03-09,8.4593612738e-06
2017-03-10,0.000466853922464
2017-03-11,1.83989845073e-05
2017-03-12,7.30221652967e-06
2017-03-13,9.36985653068e-06
2017-03-14,4.48812682295e-06
2017-03-15,2.9184147275e-06
2017-03-16,4.92411729641e-05
2017-03-17,4.23928148138e-05
2017-03-18,0.000123247452959
2017-03-19,2.83852020063e-05
2017-03-20,1.23074013994e-05
2017-03-21,1.74141711528e-05
2017-03-22,5.44430775057e-05
2017-03-23,1.03001233792e-05
2017-03-24,3.72570243319e-05
2017-03-25,5.51284551086e-05
2017-03-26,1.69824846288e-05
2017-03-27,1.56699983219e-05
2017-03-28,1.52269473768e-05
2017-03-29,1.33276905012e-05
2017-03-30,6.04149508461e-06
2017-03-31,1.06762059303e-05
2017-04-01,6.88456024569e-06
2017-04-02,9.21973291307e-06
2017-04-03,1.35598337265e-05
2017-04-04,6.70629078089e-06
2017-04-05,6.57087266446e-06
2017-04-06,1.092091756e-05
2017-04-07,4.53846480886e-06
2017-04-08,2.65886220067e-06
2017-04-09,4.14857301606e-06
2017-04-10,1.69792572332e-06
2017-04-11,2.14920921601e-06
2017-04-12,2.57184343594e-06
2017-04-13,1.52521454596e-05
2017-04-14,3.81065844163e-06
2017-04-15,4.51565599786e-06
2017-04-16,8.16747549659e-07
2017-04-17,2.43633925449e-06
2017-04-18,1.99736260238e-06
2017-04-19,1.45623347956e-06
2017-04-20,1.99138084197e-06
2017-04-21,1.16719271239e-06
2017-04-22,2.4340123693e-06
2017-04-23,1.05704827861e-06
2017-04-24,1.01793504107e-06
2017-04-25,1.61489343995e-06
2017-04-26,3.2847858167e-06
2017-04-27,9.00428699483e-06
2017-04-28,1.25774130885e-05
2017-04-29,6.49696748972e-06
2017-04-30,6.51641024888e-06
2017-05-01,1.33832012029e-05
2017-05-02,1.3754258615e-05
2017-05-03,7.43580728919e-06
2017-05-04,7.40768495786e-05
2017-05-05,2.58771762577e-05
2017-05-06,5.55613164994e-06
2017-05-07,4.52107232713e-06
2017-05-08,1.44378695668e-05
2017-05-09,2.55348547711e-05
2017-05-10,1.0373671406e-05
2017-05-11,1.70055300708e-05
2017-05-12,4.99618007395e-05
2017-05-13,2.13933754524e-05
2017-05-14,9.26101152218e-06
2017-05-15,1.502794184e-05
2017-05-16,1.16924894148e-05
2017-05-17,9.99083563959e-06
2017-05-18,6.76545656366e-06
2017-05-19,8.36635420695e-06
2017-05-20,2.83182368939e-06
2017-05-21,2.81075494871e-05
2017-05-22,9.14613438576e-05
2017-05-23,1.88491037169e-05
2017-05-24,3.33962425632e-05
2017-05-25,0.00017469008123
2017-05-26,0.000327144565799
2017-05-27,0.000176089795892
2017-05-28,6.29715390931e-05
2017-05-29,3.25481718278e-05
2017-05-30,4.90087507725e-05
2017-05-31,2.63184082476e-05
2017-06-01,1.92405516379e-05
2017-06-02,1.11272806468e-05
2017-06-03,1.59960931005e-05
2017-06-04,1.09278507377e-05
2017-06-05,1.85851605467e-05
2017-06-06,4.97148626939e-05
2017-06-07,5.07731712984e-05
2017-06-08,1.37352884063e-05
2017-06-09,6.83486890995e-06
2017-06-10,2.00215686541e-05
2017-06-11,8.10899108265e-06
2017-06-12,0.000108360828611
2017-06-13,2.39943858588e-05
2017-06-14,0.000114471509927
2017-06-15,0.000182723041497
2017-06-16,3.29944088954e-05
2017-06-17,1.42191979345e-05
2017-06-18,3.14043036401e-05
2017-06-19,1.29474731874e-05
2017-06-20,2.01056198416e-05
2017-06-21,4.61988853208e-05
2017-06-22,9.84298655586e-06
2017-06-23,4.96080643115e-06
2017-06-24,2.46284499257e-05
2017-06-25,2.13898097034e-05
2017-06-26,5.73488357731e-05
2017-06-27,6.81522076513e-05
2017-06-28,1.7195259251e-05
2017-06-29,9.82212016937e-06
2017-06-30,1.0712367147e-05
2017-07-01,1.17614849938e-05
2017-07-02,1.11707973795e-05
2017-07-03,8.23227831872e-06
2017-07-04,7.26735853329e-06
2017-07-05,5.2624087768e-06
2017-07-06,3.03240234896e-06
2017-07-07,5.82753071106e-06
2017-07-08,7.35473776207e-06
2017-07-09,2.93309604533e-06
2017-07-10,3.5297605744e-05
2017-07-11,3.25396990762e-05
2017-07-12,1.25888907574e-05
2017-07-13,9.35425039042e-06
2017-07-14,2.70071839816e-05
2017-07-15,7.31916622365e-05
2017-07-16,7.79331069683e-05
2017-07-17,6.42815411139e-05
2017-07-18,5.19776459158e-05
2017-07-19,2.59093181745e-05
2017-07-20,0.000140223823053
2017-07-21,4.89610917226e-05
2017-07-22,2.10256596244e-05
2017-07-23,2.71377973513e-05
2017-07-24,7.99721774982e-06
2017-07-25,5.06674136725e-05
2017-07-26,3.25969661653e-05
2017-07-27,1.79402968421e-05
2017-07-28,2.07356517262e-05
2017-07-29,1.40105625131e-05
2017-07-30,2.17791638194e-05
2017-07-31,1.10836979762e-05
2017-08-01,4.38703817387e-05
2017-08-02,8.82635021684e-06
2017-08-03,3.27313582574e-06
2017-08-04,2.38083316947e-05
2017-08-05,3.9305790934e-05
2017-08-06,9.10752694508e-06
2017-08-07,1.12812191668e-05
2017-08-08,1.7500121164e-05
2017-08-09,1.58275830155e-05
2017-08-10,6.23530610876e-06
2017-08-11,8.2852624037e-06
2017-08-12,3.85819797443e-05
2017-08-13,5.42071570762e-05
2017-08-14,1.82652963064e-05
2017-08-15,7.44482034238e-05
2017-08-16,3.78666413639e-05
2017-08-17,2.36431024254e-05
2017-08-18,3.00509380901e-05
2017-08-19,2.47489455528e-05
2017-08-20,1.0131795659e-05
2017-08-21,1.99095412245e-05
2017-08-22,3.72417247425e-05
2017-08-23,1.40064758706e-05
2017-08-24,7.1441199652e-06
2017-08-25,1.01124566746e-05
2017-08-26,4.22395898017e-06
2017-08-27,2.98340059799e-06
2017-08-28,5.81325037087e-06
2017-08-29,1.37256935538e-05
2017-08-30,4.88587345157e-06
2017-08-31,3.72038901741e-06
2017-09-01,1.40879265727e-05
2017-09-02,5.75924745211e-05
2017-09-03,1.46626461949e-05
2017-09-04,8.34649678285e-05
2017-09-05,2.74265982525e-05
2017-09-06,1.48765061951e-05
2017-09-07,7.07603708201e-06
2017-09-08,6.63210667397e-05
2017-09-09,1.33069629867e-05
2017-09-10,2.04635645876e-05
2017-09-11,2.0832744105e-05
2017-09-12,2.89342257466e-05
2017-09-13,4.43630642183e-05
2017-09-14,9.48218039172e-05
2017-09-15,0.000227973655162
2017-09-16,8.5984575482e-05
2017-09-17,3.04223449301e-05
2017-09-18,3.25233743324e-05
2017-09-19,2.32972425529e-05
2017-09-20,1.68985965031e-05
2017-09-21,3.10131121908e-05
2017-09-22,2.62256876797e-05
2017-09-23,1.15766002168e-05
2017-09-24,1.23300052645e-05
2017-09-25,1.80364022388e-05
2017-09-26,4.90301344955e-06
2017-09-27,1.02527264989e-05
2017-09-28,1.26549806079e-05
2017-09-29,1.16659302126e-05
2017-09-30,6.20691165941e-06
2017-10-01,2.8331337274e-06
2017-10-02,4.99719951102e-06
2017-10-03,9.67643264641e-06
2017-10-04,5.81294474982e-06
2017-10-05,6.05647459401e-06
2017-10-06,4.73768086329e-06
2017-10-07,3.50074441887e-06
2017-10-08,3.56514771472e-06
2017-10-09,1.26556017505e-05
2017-10-10,8.6893111e-06
2017-10-11,5.54360713833e-06
2017-10-12,5.1944484108e-05
2017-10-13,3.40583025899e-05
2017-10-14,8.45579377921e-06
2017-10-15,2.90073609147e-05
2017-10-16,1.15223686054e-05
2017-10-17,8.46504272091e-06
2017-10-18,3.9738496562e-05
2017-10-19,8.61945918349e-06
2017-10-20,1.4774174938e-05
2017-10-21,2.35900185132e-05
2017-10-22,2.68355741834e-05
2017-10-23,4.08727190511e-05
2017-10-24,2.73795485775e-05
2017-10-25,1.77871105998e-05
2017-10-26,1.59397661844e-05
2017-10-27,1.2510857295e-05
2017-10-28,4.31615815132e-06
2017-10-29,1.83684957105e-05
2017-10-30,5.95007826742e-06
2017-10-31,7.0004072881e-06
2017-11-01,1.86216354675e-05
2017-11-02,6.511957174e-05
2017-11-03,1.85436080885e-05
2017-11-04,9.68208018075e-06
2017-11-05,1.47314570932e-05
2017-11-06,2.44424059162e-05
2017-11-07,1.44148876308e-05
2017-11-08,6.1149501471e-05
2017-11-09,2.04518635316e-05
2017-11-10,5.7016664439e-05
2017-11-11,5.43767121719e-05
2017-11-12,0.000181982592387
2017-11-13,6.31352775007e-05
2017-11-14,1.45461221506e-05
2017-11-15,1.90698725844e-05
2017-11-16,2.60099690797e-05
2017-11-17,3.67637280324e-05
2017-11-18,8.64857193382e-06
2017-11-19,8.67063217035e-06
2017-11-20,1.20449091339e-05
2017-11-21,1.60474532232e-05
2017-11-22,4.48465469443e-06
2017-11-23,6.83093432529e-06
2017-11-24,6.10032575123e-06
2017-11-25,7.543654018e-06
2017-11-26,2.39517729019e-05
2017-11-27,1.13983210195e-05
2017-11-28,9.68619776171e-06
2017-11-29,0.000250775707232
2017-11-30,0.000144432292977
2017-12-01,4.76885845602e-05
2017-12-02,1.56420920178e-05
2017-12-03,4.57568719133e-05
2017-12-04,2.21370415142e-05
2017-12-05,1.23994456522e-05
2017-12-06,5.8155294705e-05
2017-12-07,0.000274777568474
2017-12-08,0.00023186862265
2017-12-09,0.000146779290286
2017-12-10,0.000145064865974
2017-12-11,3.36875528212e-05
2017-12-12,3.65627777758e-05
2017-12-13,3.77855131496e-05
2017-12-14,3.01168797039e-05
2017-12-15,1.30361326333e-05
2017-12-16,1.92467267263e-05
2017-12-17,4.43040712622e-05
2017-12-18,2.35644155381e-05
2017-12-19,0.000167469657639
2017-12-20,0.000100846779638
2017-12-21,0.000164189645651
2017-12-22,0.000636184066528
2017-12-23,0.00013492506518
2017-12-24,8.51375545137e-05
2017-12-25,5.33232361597e-05
2017-12-26,4.06141463649e-05
2017-12-27,8.83334001235e-05
2017-12-28,7.56940717489e-05
2017-12-29,5.39468546111e-05
2017-12-30,0.000107751687868
2017-12-31,5.95695463185e-05
2018-01-01,3.78290496771e-05
2018-01-02,5.26129754772e-05
2018-01-03,2.42733469986e-05
2018-01-04,2.56847500761e-05
2018-01-05,3.89045318969e-05
2018-01-06,1.85766867278e-05
2018-01-07,2.86350613278e-05
2018-01-08,5.20603830437e-05
2018-01-09,4.0491097737e-05
2018-01-10,6.6234295765e-05
2018-01-11,8.57171127487e-05
2018-01-12,3.63863034673e-05
2018-01-13,1.5235893505e-05
2018-01-14,2.00475367696e-05
2018-01-15,3.62944919738e-05
2018-01-16,0.00042765796936
2018-01-17,0.000277755849778
2018-01-18,9.94793391712e-05
2018-01-19,6.6529511303e-05
2018-01-20,4.12360620307e-05
2018-01-21,6.78404079025e-05
2018-01-22,0.000131175344241
