time,low,high,open,close,volume
1451642400,433.01,433.19,433.01,433.14,1.3906600000000005
1451643300,432.53,433.17,433.17,432.71,10.91509365
1451644200,432.25,433.05,432.68,432.25,4.1782034999999995
1451645100,432.04,432.73,432.23,432.6,1.1823386400000002
1451646000,432.31,432.34,432.31,432.34,8.088190779999998
1451646900,432.1,432.6,432.41,432.12,2.84812009
1451647800,432.06,432.5,432.1,432.18,1.3594519900000002
1451648700,432.14,434.44,432.17,434.44,3.2613617199999982
1451649600,433.59,434.49,434.44,433.59,1.73034639
1451650500,433.17,433.91,433.59,433.17,4.717556030000001
1451651400,433.17,433.52,433.17,433.2,2.04132311
1451652300,432.03,433.1,433.1,432.4,11.48161601
1451653200,432.24,432.62,432.24,432.46,1.41169924
1451654100,432.3,432.53,432.38,432.49,1.8982813400000003
1451655000,432.13,432.83,432.6,432.33,1.95659069
1451655900,428.01,432.38,432.38,428.74,59.82451935999998
1451656800,428.55,430.86,428.74,430.83,15.705269999999997
1451657700,430.01,431.08,430.79,430.29,10.495419999999996
1451658600,430.49,431.87,430.49,431.79,1.6724
1451659500,431.01,432.17,431.84,431.1,3.1911999999999985
1451660400,431.08,431.84,431.08,431.41,6.722398479999999
1451661300,431.29,434.99,431.41,434.56,13.529794999999995
1451662200,433.44,434.5,434.5,433.44,7.9928899999999965
1451663100,433.03,433.81,433.57,433.13,8.871399999999996
1451664000,433.02,433.71,433.11,433.71,4.779656309999999
1451664900,433,433.8,433.74,433.6,4.8463999999999965
1451665800,433.21,433.66,433.25,433.52,7.763999999999999
1451666700,432.8,433.57,433.52,433.44,15.898597370000001
1451667600,433.3,433.72,433.55,433.37,17.31214599
1451668500,433.11,433.7,433.4,433.37,10.838999999999997
1451669400,433.2,433.69,433.31,433.26,4.598458
1451670300,433.18,433.69,433.2,433.6,4.053145
1451671200,432.55,433.72,433.6,433.02,14.926731549999996
1451672100,433.03,433.67,433.03,433.23,4.427764999999999
1451673000,433.2,433.79,433.27,433.47,9.900341579999997
1451673900,432.82,433.71,433.55,433.02,4.6522869999999985
1451674800,432.9,433.43,432.95,433.43,2.939864
1451675700,433.46,433.73,433.46,433.71,4.069279999999998
1451676600,433.3,433.74,433.67,433.73,4.877799999999998
1451677500,433.3,433.73,433.61,433.54,0.6124400000000001
1451678400,433.3,433.72,433.54,433.4,4.9837
1451679300,433.3,433.74,433.5,433.73,3.252040999999998
1451680200,433.59,433.98,433.73,433.6,7.848914749999999
1451681100,433.5,434,433.87,433.61,5.830099999999997
1451682000,433.5,434.4,433.77,434.25,4.4374839999999995
1451682900,434.39,434.99,434.39,434.98,7.2863660499999945
1451683800,434.97,435.21,434.98,435.21,17.24567024
1451684700,435.16,435.22,435.21,435.18,16.815343849999998
1451685600,435.17,435.73,435.18,435.72,14.874557939999997
1451686500,435.62,435.73,435.73,435.62,26.318999999999996
1451687400,434.5,435.63,435.58,434.5,7.802101139999998
1451688300,434.22,434.5,434.5,434.5,13.498402179999996
1451689200,434.48,434.5,434.5,434.5,19.472759999999994
1451690100,434.49,435.39,434.5,435.39,21.22205
1451691000,435.29,435.57,435.45,435.57,10.676449999999997
1451691900,435.57,435.9,435.66,435.66,14.08388353
1451692800,435.67,436.68,435.67,436.54,12.181910139999994
1451693700,436.45,436.73,436.54,436.73,11.8822
1451694600,436.78,437,436.78,437,28.01076151
1451695500,437,437.45,437,437.03,6.138652139999999
1451696400,436.43,437.02,437.02,436.43,7.9117909000000015
1451697300,436.12,436.43,436.43,436.38,8.03
1451698200,433.12,436.63,436.38,433.12,6.98486
1451699100,432.76,434.44,432.76,434.36,8.998032529999996
1451700000,434.36,435,434.36,434.87,3.7381545399999996
1451700900,434.41,434.78,434.77,434.41,14.15121226
1451701800,433.65,434.35,434.35,433.69,7.487472069999999
1451702700,433.62,433.99,433.69,433.92,7.244445999999999
1451703600,433.64,434.3,433.99,434.3,11.347218999999999
1451704500,434.3,434.69,434.3,434.63,8.71622528
1451705400,434.5,434.84,434.73,434.79,7.662399999999999
1451706300,434.76,435.31,434.76,435.15,7.4953364199999974
1451707200,435,435.29,435.22,435.04,1.4853999999999998
1451708100,434.42,435.05,434.6,434.7,4.797454509999998
1451709000,434.69,434.86,434.69,434.82,2.3335999999999992
1451709900,434.36,435.99,434.83,435.03,23.018271910000006
1451710800,434.98,435.35,434.98,435.33,15.4522
1451711700,435.09,435.66,435.26,435.65,11.066456039999995
1451712600,435.65,435.76,435.65,435.75,7.3317000000000005
1451713500,435.58,435.9,435.71,435.85,13.089253999999999
1451714400,435.83,435.92,435.83,435.91,1.5913
1451715300,435.46,435.91,435.91,435.46,30.877670300000002
1451716200,435.11,435.46,435.46,435.12,13.089576000000003
1451717100,435.05,435.12,435.12,435.05,36.55715215000001
1451718000,434.62,435.05,435.05,434.68,16.935299999999998
1451718900,434.57,434.9,434.67,434.57,2.816999999999999
1451719800,434.53,434.79,434.53,434.59,5.4228
1451720700,434.27,434.59,434.59,434.27,11.2201
1451721600,434.01,434.3,434.27,434.08,0.9616
1451722500,434.09,434.4,434.09,434.39,6.5165999999999995
1451723400,434.43,434.59,434.43,434.47,6.1747773499999985
1451724300,434.45,434.72,434.63,434.57,0.5859000000000001
1451725200,434.52,434.86,434.57,434.82,2.1808
1451726100,434.8,434.9,434.82,434.9,1.7437
1451727000,434.89,434.9,434.89,434.9,2.5781
1451727900,434.89,434.98,434.9,434.98,10.9595533
1451728800,434.98,435.69,434.98,435.69,6.1063
1451729700,435.27,435.7,435.69,435.52,10.36699614
1451730600,435.05,435.52,435.52,435.05,2.02950225
1451731500,435.08,435.24,435.09,435.15,1.7225
1451732400,435.14,435.42,435.2,435.42,2.1177
1451733300,435.29,435.52,435.43,435.52,1.04963
1451734200,435.16,435.57,435.57,435.25,2.5502939999999996
1451735100,434.3,435.35,435.29,434.3,12.577645609999998
1451736000,433.16,434.29,434.29,433.17,4.50130092
1451736900,433.16,434.31,433.16,434.29,2.2815154599999996
1451737800,433.9,434.27,434.27,434.13,3.8503999999999987
1451738700,433.81,434.24,434.24,433.81,5.381399999999999
1451739600,433.38,433.96,433.85,433.65,4.2604
1451740500,433.57,433.79,433.65,433.77,3.3079031099999994
1451741400,433.5,433.83,433.76,433.79,7.4429
1451742300,432.84,433.83,433.83,433.22,7.148213999999998
1451743200,433.46,434,433.46,433.99,4.7601499999999985
1451744100,433.61,434,433.99,433.61,5.3272008899999985
1451745000,433.45,433.64,433.61,433.61,3.1245999999999983
1451745900,433.26,433.73,433.26,433.56,7.971395499999996
1451746800,433.11,433.88,433.55,433.73,17.437238499999996
1451747700,433.7,433.94,433.72,433.82,5.434279799999999
1451748600,433.79,434.09,433.82,433.88,8.78876034
1451749500,433.88,434.21,433.88,434.21,16.52645757
1451750400,434.24,435.5,434.24,435.5,11.511196759999994
1451751300,435.13,435.55,435.49,435.14,22.72720260999999
1451752200,434.71,435.14,435.13,434.85,5.904899409999999
1451753100,434.87,435.14,434.87,435.1,13.283457809999998
1451754000,434.76,435.12,435.09,435,6.87381092
1451754900,434.98,435.89,435.1,435.89,1.2604000000000004
1451755800,435.89,436.06,435.92,436.06,46.390417719999995
1451756700,436.27,436.6,436.31,436.28,11.51654023
1451757600,435.86,436.33,436.32,435.93,11.697371759999998
1451758500,435.58,436.02,436.02,435.68,16.30372271
1451759400,435.7,435.98,435.7,435.81,8.79886461
1451760300,435.53,435.81,435.81,435.57,8.506314000000001
1451761200,435.53,435.82,435.58,435.8,11.602642739999997
1451762100,435.43,435.93,435.86,435.43,20.25927168
1451763000,435,435.47,435.45,435.03,10.013382039999998
1451763900,434.77,435.07,435.03,434.98,10.528599999999996
1451764800,434.57,434.82,434.82,434.66,6.399108739999999
1451765700,434.23,434.66,434.66,434.55,15.610259159999998
1451766600,434.56,435.28,434.65,435.12,10.540499999999996
1451767500,435.15,435.98,435.15,435.95,11.614192619999997
1451768400,435.74,436,436,435.74,21.35889085
1451769300,435.74,435.96,435.75,435.8,3.5090646999999984
1451770200,435.77,435.95,435.87,435.92,3.6924999999999972
1451771100,435.9,435.96,435.92,435.91,12.099007969999997
1451772000,435.72,435.93,435.88,435.87,3.0477999999999996
1451772900,435.68,435.9,435.8,435.7,4.043399999999998
1451773800,435.7,436,435.7,435.91,5.568027779999999
1451774700,435.75,436,436,435.97,7.039259109999999
1451775600,435.75,435.98,435.92,435.77,3.26918698
1451776500,435.73,435.96,435.95,435.74,5.624271399999996
1451777400,435.65,435.75,435.75,435.72,11.660606999999997
1451778300,435.09,435.7,435.7,435.4,17.766900000000003
1451779200,435.23,435.75,435.4,435.61,11.492799989999998
1451780100,435.31,435.59,435.59,435.38,6.231300000000001
1451781000,435.11,435.52,435.38,435.19,18.287348230000003
1451781900,435.18,435.41,435.32,435.4,20.616339309999997
1451782800,435.39,435.55,435.39,435.43,19.74263
1451783700,433,435.44,435.44,433.04,29.370687430000007
1451784600,433.04,433.64,433.04,433.62,91.17708706000003
1451785500,433,434.35,433.78,433.45,16.063912569999996
1451786400,433.16,433.52,433.51,433.18,12.615541349999996
1451787300,432.22,433.45,433.2,433.26,28.600418870000002
1451788200,433.17,433.42,433.27,433.42,6.901699999999999
1451789100,433.42,433.52,433.46,433.43,13.0738
1451790000,433.3,433.52,433.48,433.46,6.697399999999999
1451790900,433.4,433.91,433.52,433.91,11.284285729999999
1451791800,433.65,433.92,433.92,433.67,19.02096000000001
1451792700,433.66,434,433.66,433.99,3.63066114
1451793600,433.82,434.29,434,434.25,7.1182
1451794500,434.04,434.21,434.21,434.16,7.511699999999999
1451795400,434.15,434.16,434.16,434.16,9.8295
1451796300,433.56,434.16,434.16,433.56,10.3498
1451797200,433.5,434.05,433.56,433.88,7.123499999999999
1451798100,433.51,433.96,433.88,433.53,3.9073895
1451799000,433.3,433.94,433.65,433.94,2.3757999999999986
1451799900,434.02,434.59,434.02,434.49,4.651382
1451800800,433.5,434.5,434.5,433.53,12.625899999999993
1451801700,432,433.53,433.5,432.47,13.680687999999993
1451802600,432.29,432.78,432.47,432.29,17.955299999999994
1451803500,432.25,433.17,432.29,433.08,8.006802619999997
1451804400,432.81,433.26,433.07,432.81,24.06323300000002
1451805300,432.65,432.84,432.84,432.69,7.183499999999997
1451806200,432.63,432.89,432.71,432.65,3.6651682399999994
1451807100,432.65,432.97,432.65,432.88,3.282128749999999
1451808000,432.52,433,432.96,432.52,5.8057490000000005
1451808900,432.5,432.65,432.53,432.55,6.998431510000001
1451809800,432.52,432.72,432.56,432.71,3.5448968700000005
1451810700,432.66,432.95,432.66,432.88,3.670998999999999
1451811600,432.88,432.89,432.89,432.89,2.95
1451812500,432.8,432.89,432.88,432.8,3.2171999999999996
1451813400,432.5,432.79,432.79,432.51,18.439100000000018
1451814300,432.5,432.68,432.51,432.56,2.1236053399999997
1451815200,432.5,432.69,432.55,432.65,2.3068
1451816100,432.52,432.8,432.71,432.56,1.8404000000000005
1451817000,432.2,432.65,432.53,432.2,3.73217405
1451817900,432,432.55,432.21,432.03,5.5286108
1451818800,432,432.56,432.03,432.14,2.4954280000000004
1451819700,432.14,432.65,432.17,432.38,1.0792458000000003
1451820600,431.96,432.3,432.3,431.96,10.180924460000002
1451821500,431.9,432.13,431.95,432.05,8.990402009999997
1451822400,431.71,432.07,432.01,431.71,4.753899999999999
1451823300,431.64,432.08,431.73,432.08,4.658694199999998
1451824200,431.69,432.15,432.15,431.78,9.494900739999999
1451825100,431.6,431.9,431.79,431.78,4.8087
1451826000,431.52,431.76,431.68,431.52,2.6256107
1451826900,430.67,431.51,431.51,430.67,5.51449
1451827800,428.81,430.67,430.67,428.81,20.62885680000001
1451828700,428.57,429.36,428.82,429.17,10.223676249999995
1451829600,428.94,429.28,429.16,428.99,6.4437999999999995
1451830500,429.35,430.26,429.35,429.89,2.1457023799999986
1451831400,429.67,429.9,429.9,429.79,14.970578
1451832300,428.71,429.9,429.8,428.71,8.60980955
1451833200,428.04,428.76,428.73,428.16,9.9009
1451834100,427.69,428.28,428.16,428.25,15.724119059999998
1451835000,428.21,429.72,428.25,429.58,9.817399999999997
1451835900,429.64,430.51,429.64,429.79,3.9487935999999983
1451836800,428,429.9,429.7,428,19.24436413000001
1451837700,426.59,428.04,428,427.6,14.096013919999997
1451838600,426.37,427.98,427.59,426.37,25.48074887000001
1451839500,426.17,429.19,426.35,429.19,7.918999999999998
1451840400,429.1,429.46,429.18,429.26,11.458890230000002
1451841300,429.25,429.98,429.29,429.26,14.639334689999993
1451842200,428.31,429.26,429.25,428.46,17.125946389999996
1451843100,428.46,429.08,428.46,428.75,8.525099999999997
1451844000,428.75,429.51,428.75,429.28,5.749399999999999
1451844900,429.3,429.67,429.41,429.56,7.215613389999999
1451845800,429.1,429.69,429.39,429.56,11.751594419999998
1451846700,429.27,429.89,429.57,429.7,8.171761309999996
1451847600,429.01,429.89,429.8,429.01,9.419999999999996
1451848500,426.5,429.64,429.01,426.64,22.35486165999999
1451849400,425.93,428.25,426.55,428.25,8.435447189999996
1451850300,427.92,428.63,428.08,427.92,21.987399999999994
1451851200,426.03,427.93,427.93,426.03,21.33024189
1451852100,426.03,427.25,426.04,427.02,25.91306615000001
1451853000,427.02,427.67,427.02,427.67,11.807622469999998
1451853900,427.5,427.99,427.67,427.5,9.6337
1451854800,427.39,427.86,427.39,427.42,7.372164039999998
1451855700,427.01,430.96,427.11,430.96,14.148598899999994
1451856600,429.31,430.96,430.95,429.68,28.195561979999997
1451857500,429.54,430.01,429.56,429.71,7.969499459999998
1451858400,429.54,429.8,429.68,429.66,7.681699999999999
1451859300,429.29,430.08,429.73,430.06,8.538939999999995
1451860200,430.01,430.25,430.03,430.25,11.75108506
1451861100,430.26,432.04,430.26,430.9,10.764639999999996
1451862000,430.29,430.57,430.5,430.57,2.8169919999999995
1451862900,430.61,432.96,430.61,432.51,10.476999999999995
1451863800,431.99,432.51,432.51,432.1,3.860614539999999
1451864700,431.91,432.29,432.12,431.91,11.072700000000001
1451865600,431.39,432.5,431.9,431.75,17.807892760000005
1451866500,431.71,432.75,431.71,432.37,15.592699999999997
1451867400,432.14,432.72,432.38,432.55,3.3638
1451868300,432.01,432.81,432.65,432.11,12.052299999999994
1451869200,432,432.11,432.1,432.01,10.270032080000002
1451870100,431.62,432.01,432,432.01,8.120099999999999
1451871000,432,432.59,432.01,432.58,8.504597669999997
1451871900,432.59,433.37,432.59,433.3,5.656853519999998
1451872800,433.02,433.42,433.3,433.32,3.0802135199999987
1451873700,432.61,433.45,433.39,433.2,5.191809749999997
1451874600,432.59,433.4,432.91,433.31,3.8370999999999973
1451875500,433.31,433.5,433.31,433.5,15.085022849999998
1451876400,433.49,433.5,433.5,433.5,11.4031866
1451877300,433.49,433.99,433.5,433.99,9.573264439999999
1451878200,433.98,434,433.99,434,19.867402300000002
1451879100,433.91,434,434,434,19.826453229999995
1451880000,433.93,434.29,434,433.98,8.441818999999999
1451880900,433.62,434.12,433.98,433.83,7.730197009999999
1451881800,433.36,433.86,433.86,433.36,9.983817999999996
1451882700,432.93,433.63,433.6,433.23,8.823393999999997
1451883600,433.11,433.24,433.23,433.24,25.230798000000004
1451884500,433.18,433.28,433.23,433.26,12.025278000000002
1451885400,432.81,433.51,433.16,433,5.545999999999996
1451886300,432.91,433.4,433,433.25,8.209836999999998
1451887200,432.76,433.46,433.12,433.46,2.8555449999999993
1451888100,432.98,433.78,433.52,433.17,3.231726609999999
1451889000,433.17,433.77,433.17,433.69,7.024372
1451889900,432.97,433.66,433.66,433.05,26.387031999999998
1451890800,433.09,433.5,433.09,433.2,6.174279999999998
1451891700,433.2,433.64,433.2,433.5,4.953621999999999
1451892600,433.49,433.98,433.49,433.8,12.095954
1451893500,433.73,434.31,433.95,434.31,9.176202
1451894400,434.31,434.77,434.31,434.77,6.990384649999999
1451895300,433.77,434.8,434.76,434.63,13.440187379999998
1451896200,434.3,434.69,434.62,434.3,6.176819
1451897100,433.82,434.28,434.04,433.84,6.661020999999999
1451898000,433.11,433.95,433.93,433.12,4.813955
1451898900,432.79,433.44,433.11,432.79,1.0674000000000001
1451899800,432.47,432.9,432.76,432.79,3.7074499999999992
1451900700,432.78,433.27,432.78,433.25,1.6555000000000004
1451901600,433.16,433.34,433.25,433.22,4.8465
1451902500,433.06,433.36,433.22,433.18,3.72050999
1451903400,432.52,433.17,433.17,432.61,6.547399999999994
1451904300,432.31,432.87,432.6,432.54,3.971539999999999
1451905200,432.54,433.01,432.54,432.9,1.7800999999999998
1451906100,432,433,432.9,432.05,12.292266959999996
1451907000,432.05,433.25,432.05,433.06,2.81925152
1451907900,432.86,433.26,433.06,433.05,6.7562000000000015
1451908800,433.06,433.53,433.06,433.53,4.4315999999999995
1451909700,433.53,433.62,433.53,433.61,8.0232
1451910600,433.17,433.61,433.56,433.61,13.286499999999998
1451911500,432.56,433.44,433.44,432.68,11.764489999999999
1451912400,432.6,432.92,432.6,432.73,5.032512999999999
1451913300,432.28,432.73,432.73,432.37,6.975199999999998
1451914200,431.77,432.37,432.37,431.81,10.030834999999996
1451915100,431.84,432.33,431.85,432.31,8.08483122
1451916000,432.29,432.51,432.29,432.38,10.41240622
1451916900,432.05,432.29,432.26,432.25,5.4437
1451917800,432.09,432.45,432.3,432.45,15.101699989999997
1451918700,432.44,433,432.45,433,46.311320910000006
1451919600,432.97,433,432.99,433,28.6400311
1451920500,432.91,433.23,432.99,433.23,21.05198517000001
1451921400,433.24,434.76,433.24,434.68,42.984828320000005
1451922300,434.18,434.74,434.69,434.29,21.34749669
1451923200,433.87,434.46,434.27,433.95,14.897886999999997
1451924100,433.95,434.33,433.95,434.24,11.089890890000001
1451925000,434.1,434.49,434.24,434.35,54.64657910999998
1451925900,433.97,434.52,434.38,434.04,14.654108999999991
1451926800,434.03,434.33,434.04,434.32,7.866043
1451927700,434.32,434.68,434.33,434.54,16.019858999999997
1451928600,434.6,434.95,434.61,434.85,67.83510000000001
1451929500,434.35,434.85,434.85,434.35,33.17991000000001
1451930400,434.26,434.49,434.35,434.26,13.708341289999998
1451931300,433.98,434.27,434.27,434.15,26.595640699999997
1451932200,434.15,434.5,434.16,434.5,40.40087069000001
1451933100,434.05,434.5,434.49,434.05,81.12265578000003
1451934000,434.04,434.1,434.06,434.1,38.78984000000001
1451934900,434.1,434.35,434.1,434.35,30.76645868
1451935800,434.08,434.35,434.33,434.1,27.764111259999993
1451936700,433.95,434.31,434.1,434.24,17.348865380000003
1451937600,434.24,434.96,434.24,434.93,52.77835552999999
1451938500,434.6,434.91,434.91,434.61,19.883162620000004
1451939400,434.6,435,434.61,434.99,63.862716770000006
1451940300,434.99,435,435,435,108.21994572
1451941200,433.67,435,434.99,433.74,71.77715884999999
1451942100,433.81,434.72,433.81,434.72,24.43463748000001
1451943000,434.7,435.46,434.72,435.45,85.46511740999999
1451943900,435.44,435.47,435.46,435.44,49.84206673
1451944800,435.04,435.44,435.44,435.07,35.51135012
1451945700,435.06,435.47,435.21,435.21,16.669599219999995
1451946600,435.46,435.79,435.46,435.75,36.5888
1451947500,435.51,435.77,435.77,435.52,42.526399999999974
1451948400,432.81,435.55,435.55,434.08,54.90162400000001
1451949300,433.36,434.31,434.09,433.43,23.556758000000002
1451950200,433.42,433.63,433.43,433.63,15.337612
1451951100,433.64,433.85,433.64,433.85,32.865173000000006
1451952000,433.56,433.85,433.84,433.57,21.823667500000006
1451952900,433.51,433.85,433.57,433.85,11.601133270000002
1451953800,433.94,435.13,433.98,435.13,27.18120200000001
1451954700,434.37,435.38,435.16,434.61,5.61030199
1451955600,434.11,434.97,434.68,434.13,19.41842623000001
1451956500,434,434.44,434.12,434.43,10.547485
1451957400,434.05,434.43,434.43,434.33,19.596231200000002
1451958300,434.41,434.89,434.42,434.89,21.027990900000002
1451959200,434.67,435.34,434.78,435.34,3.2021
1451960100,434.84,435.62,434.97,435.51,4.3929395599999985
1451961000,435,435.51,435.51,435.12,7.355602370000001
1451961900,434.68,435.24,435.15,434.91,11.41020154
1451962800,434.92,435.08,434.95,434.92,9.075219240000001
1451963700,433.54,434.92,434.92,433.85,7.566596
1451964600,433.96,434.45,433.96,434.42,8.24742363
1451965500,434.39,434.89,434.42,434.89,9.21880818
1451966400,434.65,434.9,434.89,434.89,14.611181619999998
1451967300,434.71,434.9,434.8,434.72,13.88979727
1451968200,434.32,434.72,434.72,434.41,25.9851
1451969100,434.28,434.41,434.41,434.31,40.52440000000001
1451970000,434.22,434.41,434.41,434.29,6.391841999999999
1451970900,434.02,434.26,434.25,434.02,16.2730044
1451971800,433.8,434.04,434.04,433.82,21.16662716
1451972700,433.8,433.96,433.82,433.8,9.26668
1451973600,433.72,433.91,433.89,433.72,8.69809506
1451974500,433.53,434.02,433.66,433.99,4.956999999999999
1451975400,433.28,433.99,433.93,433.3,19.20722768000001
1451976300,433.21,433.3,433.3,433.24,25.1329781
1451977200,433.23,433.44,433.24,433.44,6.318556519999999
1451978100,433.23,433.61,433.55,433.23,9.0099
1451979000,433.23,433.52,433.23,433.48,8.047253829999999
1451979900,433.47,433.99,433.48,433.98,10.133974529999998
1451980800,433.13,433.81,433.81,433.36,14.936499999999999
1451981700,433.59,434,433.59,433.98,6.19556188
1451982600,433.26,433.99,433.99,433.41,6.6131959999999985
1451983500,433.18,433.46,433.42,433.42,14.230720000000002
1451984400,433.1,433.3,433.26,433.1,10.185500000000001
1451985300,433.09,433.3,433.09,433.3,1.8618469999999998
1451986200,433.17,433.31,433.31,433.21,5.915589999999999
1451987100,433,433.26,433.26,433,45.733050000000006
1451988000,431.94,432.99,432.99,432.35,7.497399999999998
1451988900,432.16,432.67,432.36,432.65,3.5974199999999974
1451989800,432.66,433.63,432.66,433.36,5.501316499999999
1451990700,432.78,433.5,433.36,432.79,11.162999999999998
1451991600,431.74,432.92,432.79,431.74,6.61401028
1451992500,431.73,432.02,431.76,431.77,26.788300000000017
1451993400,431.66,431.85,431.69,431.67,14.142006809999996
1451994300,431.66,431.88,431.67,431.88,13.219669999999999
1451995200,431.91,431.98,431.91,431.98,15.930699999999998
1451996100,431.65,432.02,431.98,431.91,13.629500000000004
1451997000,431.56,432.03,431.84,431.69,3.976899999999999
1451997900,430,431.77,431.75,430,13.341138469999995
1451998800,430,431.26,430.01,431.26,6.27206815
1451999700,431.11,431.35,431.34,431.21,5.7254999999999985
1452000600,431.15,432.34,431.15,432.34,12.57812
1452001500,432.36,433.08,432.36,433.08,9.700423409999996
1452002400,432.76,433.08,433.04,432.91,7.009659999999996
1452003300,432.91,433,432.91,433,45.982219699999995
1452004200,433,433.55,433,433.26,54.729809700000004
1452005100,433.22,433.5,433.26,433.22,25.129848820000003
1452006000,433.06,433.25,433.06,433.16,30.502617600000015
1452006900,433.16,433.25,433.25,433.25,22.466767599999997
1452007800,432.98,433.31,433.25,433.01,36.79716760000001
1452008700,432.99,434,433.04,433.82,19.263845060000016
1452009600,433.71,433.97,433.89,433.71,5.915999999999999
1452010500,433.12,433.78,433.75,433.16,3.9939164599999994
1452011400,433.15,433.44,433.21,433.18,19.79832343000002
1452012300,433.12,433.31,433.23,433.19,10.512526489999996
1452013200,432.64,433.17,433.13,432.7,10.777955689999997
1452014100,432.55,432.81,432.64,432.77,18.48225599
1452015000,432.82,433.17,432.82,433.17,10.511799229999996
1452015900,433.16,433.55,433.17,433.54,19.77472805999999
1452016800,433.54,433.88,433.54,433.65,11.354500000000002
1452017700,433.5,433.65,433.65,433.61,7.410899999999999
1452018600,433.57,433.73,433.64,433.72,7.630189999999999
1452019500,433.65,433.72,433.71,433.66,44.95360000000001
1452020400,432.98,433.66,433.66,432.98,7.1285022899999975
1452021300,432.91,433.1,432.96,433.1,20.468520000000005
1452022200,433.07,433.27,433.1,433.26,34.51819999999999
1452023100,433.18,433.27,433.26,433.18,35.365674000000006
1452024000,433.01,433.14,433.14,433.04,22.551719319999997
1452024900,432.86,433.2,433.06,433.2,12.33312
1452025800,432.94,433.34,433.19,432.95,56.928293700000005
1452026700,432.9,433.23,432.95,433.23,18.219869999999997
1452027600,432.8,433.14,433.14,433.09,10.593920449999997
1452028500,432.72,433.15,433.1,432.94,3.5734319999999986
1452029400,432.71,433,432.99,432.71,8.249139999999999
1452030300,432.78,433,432.82,432.88,10.030271469999997
1452031200,432.84,433.3,432.86,433.3,5.318242829999997
1452032100,433.16,433.5,433.3,433.22,8.003722569999999
1452033000,432.86,433.31,433.22,433.07,16.427446949999997
1452033900,433.06,433.22,433.07,433.21,27.361234399999997
1452034800,432.87,433.33,433.25,432.91,13.46190964
1452035700,432.54,433.07,432.92,432.67,27.417349999999992
1452036600,432.67,433.2,432.67,433.2,7.172727919999995
1452037500,433.04,433.34,433.2,433.32,18.26063021
1452038400,432.22,433.32,433.32,432.38,13.029886659999988
1452039300,431.88,432.34,432.25,432.1,8.19767838
1452040200,432.03,432.3,432.1,432.08,29.425944800000007
1452041100,432.01,432.24,432.03,432.23,35.33366737000001
1452042000,432.23,432.64,432.24,432.64,28.900817079999996
1452042900,432.63,432.96,432.63,432.96,6.314574399999999
1452043800,432.98,433.38,432.98,433.37,15.655499999999996
1452044700,432.24,433.42,433.37,432.41,21.95781000000001
1452045600,432.41,432.76,432.42,432.57,12.582039999999994
1452046500,432.1,432.49,432.45,432.15,20.32548255
1452047400,430.48,432.18,432.18,431.08,21.108023940000006
1452048300,431.1,431.53,431.17,431.42,12.399534629999998
1452049200,431.36,431.8,431.38,431.8,19.327099999999998
1452050100,430,431.78,431.77,430.01,19.43674042000001
1452051000,430,430.66,430.01,430,27.727009969999997
1452051900,428.27,430.01,430.01,429.06,76.65285138
