time,low,high,open,close,volumefrom,volumeto
1474905600,674500,677000,674500,677000,2.6,1756350
1474909200,674500,677000,677000,677000,0.4811,325707.99
1474912800,677000,677500,677000,677500,3.15,2135000
1474916400,677000,677500,677500,677000,1.33,899430
1474920000,677000,677500,677000,677000,0.7131,482786
1474923600,676500,677500,677000,676500,14.56,9864931.15
1474927200,676500,677500,676500,676500,5.42,3666633.61
1474930800,674000,677000,676500,677000,35.19,23801921.17
1474934400,676500,678500,677000,676500,42.77,28958883.19
1474938000,676500,678500,676500,677500,32.45,21991057.76
1474941600,676500,678500,677500,678500,33.95,23002992.3
1474945200,676000,679000,678500,677000,24.69,16735304.78
1474948800,675500,677000,677000,676500,32.26,21813719.44
1474952400,676000,678500,676500,676500,59.53,40294319.71
1474956000,674000,676500,676500,674000,41.12,27784643.15
1474959600,674000,676500,674000,676000,42.89,28994483.51
1474963200,677000,677500,677500,677500,12.4,8403299.46
1474966800,675500,678000,677500,677500,48.56,32869468.93
1474970400,675000,678500,677500,676000,92.32,62549207.06
1474974000,676000,676500,676000,676500,37.81,25574735.25
1474977600,676500,679500,676500,678500,35.6,24131557.64
1474981200,675500,678500,678500,677500,33.4,22608005.19
1474984800,675500,677500,677500,677000,14.48,9802768.34
1474988400,675000,677500,677000,677500,25.85,17469331.7
1474992000,675500,678500,677500,678500,12.85,8712981.6
1474995600,677000,678500,678500,677000,0.1459,98876.71
1474999200,677000,678500,677000,678500,24.8,16827182.94
1475002800,678500,678500,678500,678500,0.0406,27549
1475006400,677000,679000,678500,679000,8.05,5462766.52
1475010000,676000,679000,679000,676000,11.27,7632420.16
1475013600,676000,677000,676000,677000,3.73,2519636.14
1475017200,676000,678500,677000,677000,14.61,9895096.17
1475020800,677000,678000,677000,677500,21.06,14268228.88
1475024400,677500,678500,677500,677500,23.58,15993448.69
1475028000,677000,677500,677500,677000,26.32,17822725.77
1475031600,676000,677500,677000,676000,25.55,17282720.99
1475035200,675000,676000,676000,675000,31.62,21353334.02
1475038800,674500,676500,675000,675000,50.85,34314013.83
1475042400,672000,675000,675000,672500,59.53,40086596.34
1475046000,672500,674500,672500,674000,63.85,42994933.32
1475049600,672500,674500,674500,673500,42.4,28566914.29
1475053200,672500,675000,673500,674500,37.86,25522823.3
1475056800,673000,674500,674500,674500,8.51,5739056.48
1475060400,673500,674500,674500,673500,11.17,7533598.3
1475064000,673000,675000,673500,675000,5.43,3657400.63
1475067600,674000,675500,675000,674500,38.38,25907797.58
1475071200,672500,675500,674500,675000,24.69,16644355.57
1475074800,674500,676000,675000,674500,15.96,10777550.16
1475078400,674000,676500,674500,676500,26.39,17834028.58
1475082000,674000,676500,676500,674500,2.39,1608800
1475085600,674000,674500,674500,674000,1.49,1003986
1475089200,673500,674000,674000,673500,9.35,6294736.5
1475092800,673500,673500,673500,673500,4.13,2782985.17
1475096400,673500,673500,673500,673500,0,0
1475100000,673500,674500,673500,674500,3.74,2520541.41
1475103600,674500,674500,674500,674500,0.0741,49980.45
1475107200,673500,674500,674500,674500,52.9,35659782.96
1475110800,672000,674500,674500,673000,63.01,42406638.45
1475114400,672500,674000,673000,672500,24.4,16432629.47
1475118000,672000,674500,672500,673500,35.92,24194062.85
1475121600,672000,673500,673500,672500,28.49,19178348.13
1475125200,672000,674000,672500,672500,8.05,5421549.57
1475128800,672500,674000,672500,672500,62.32,41977390.62
1475132400,672500,674500,672500,673500,48.76,32837154.89
1475136000,672000,673500,672000,673500,23.35,15719772.22
1475139600,672500,675000,673500,675000,21.69,14626551.91
1475143200,674000,675000,675000,674500,20.48,13808627.91
1475146800,673000,675000,674500,675000,16.95,11441827.17
1475150400,673000,676000,675000,674000,30.47,20563536.5
1475154000,674000,676000,674000,676000,25.87,17466496.77
1475157600,675500,676000,676000,675500,1.59,1071752.78
1475161200,675500,676000,675500,676000,3.81,2575999.9
1475164800,675000,676000,676000,676000,10.44,7054732.37
1475168400,674500,676000,676000,674500,4.78,3228291.7
1475172000,674500,676000,674500,674500,3.41,2302029.6
1475175600,674500,675500,674500,675500,2.6,1756300
1475179200,675500,676000,675500,676000,0.7,473200
1475182800,676000,676000,676000,676000,0.3862,261100
1475186400,674500,676000,676000,676000,8.35,5643072.19
1475190000,674500,676000,676000,674500,10.14,6845524.8
1475193600,674500,676000,674500,675500,6.13,4139895.25
1475197200,674500,677000,675500,675500,84.51,57131719.41
1475200800,675000,676500,675500,676500,51.61,34875078.06
1475204400,675500,676500,676500,676000,33.16,22419012.09
1475208000,675000,676500,676000,675500,29.44,19895620.89
1475211600,673500,676000,675500,675500,96.94,65435861.33
1475215200,674000,677500,675500,677500,95.98,64883852.64
1475218800,675500,678000,677500,677000,71.62,48485100.16
1475222400,676000,678000,676500,677500,110.97,75113431.08
1475226000,676000,677500,677500,677500,26.25,17765461.39
1475229600,676000,678000,677500,678000,36.91,24999965.63
1475233200,677000,678500,678000,677500,39.24,26606711.97
1475236800,676500,677500,677500,677500,18.36,12436645.39
1475240400,676000,677500,677500,677000,36.35,24609814.61
1475244000,676000,677000,677000,676500,21.26,14382702.71
1475247600,676000,678500,676500,676500,29.67,20108346.28
1475251200,676500,678500,676500,678500,3.71,2518000.33
1475254800,676500,678500,678500,678500,14.35,9733543.53
1475258400,676500,678500,678500,677500,11.63,7878113.11
1475262000,677000,677500,677500,677000,3.76,2548519.68
1475265600,677000,678500,677000,677000,12.62,8551451.56
1475269200,677000,678500,677000,677500,0.7006,475201.01
1475272800,677500,678500,677500,677500,13.72,9298239.47
1475276400,677000,679500,677500,678500,110.63,75057850.81
1475280000,678500,681000,678500,680500,36.15,24567232.89
1475283600,680500,682500,680500,682500,18.39,12537259.99
1475287200,680500,683000,682500,682000,15.44,10535382.76
1475290800,679500,682000,682000,680000,11.46,7795206.44
1475294400,680000,683500,680000,683500,32.38,22088928.88
1475298000,681000,683500,683500,683000,47.64,32530057.81
1475301600,683000,683500,683000,683500,17.59,12025599.84
1475305200,683000,684500,683500,683000,68.16,46584007.02
1475308800,682000,684000,684000,684000,16.29,11122546.41
1475312400,682000,684000,684000,683500,3.19,2181437.02
1475316000,682000,683500,683500,683000,3.26,2225203.88
1475319600,682000,684500,683000,683500,82.7,56566501.75
1475323200,683500,685000,683500,685000,0.0438,30000
1475326800,683000,685000,685000,684500,21.4,14639246.21
1475330400,684500,685500,684500,684500,27.15,18596499.04
1475334000,684000,685500,684500,685500,0.3813,261300
1475337600,685500,687000,685500,687000,5.76,3949831.48
1475341200,686500,687500,687000,686500,18.62,12796491.88
1475344800,686500,687500,686500,687500,1.46,999999.91
1475348400,686000,687500,687500,686000,18.27,12535963
1475352000,684500,687000,686000,687000,7.85,5381939.26
1475355600,687000,687500,687000,687500,2.56,1757217.5
1475359200,683000,687500,687500,685000,17.48,11959887.01
1475362800,683500,685000,685000,685000,10.6,7243536.79
1475366400,685000,686000,685000,686000,0.4089,280384.5
1475370000,686000,687000,686000,686500,24.98,17146243
1475373600,684500,687000,686500,686000,21.18,14535315.06
1475377200,684500,686000,686000,686000,10.06,6891998.97
1475380800,683500,686000,686000,683500,34.34,23494760.12
1475384400,683500,685500,683500,684500,16.06,10993732.21
1475388000,684500,685500,684500,685000,9.17,6275295.73
1475391600,684000,685000,685000,684000,9.41,6441918.17
1475395200,684000,685500,685500,685500,2.82,1929596.22
1475398800,684500,685500,685500,684500,14.09,9647646.77
1475402400,683500,686000,684500,684500,23.6,16148034.11
1475406000,684000,686000,684500,684000,35.99,24668015.13
1475409600,684000,686000,684000,685000,4.47,3065220.74
1475413200,684000,686000,685000,686000,12.19,8348293.41
1475416800,684000,686000,686000,685000,11.13,7623680.7
1475420400,684000,685000,685000,684000,2.45,1677160.86
1475424000,684000,684500,684000,684500,0.1461,100000
1475427600,684000,684500,684500,684000,10.82,7402684.79
1475431200,684000,684000,684000,684000,0,0
1475434800,684000,684500,684000,684000,8.78,6006840.5
1475438400,683500,684000,684000,683500,14.79,10108880.04
1475442000,683500,683500,683500,683500,0.1328,90766.12
1475445600,683500,683500,683500,683500,0,0
1475449200,683500,684000,683500,683500,3.01,2056192.99
1475452800,683500,684500,683500,684500,5.75,3933000
1475456400,683500,684500,684500,684500,1.87,1279178.75
1475460000,683000,684500,684500,683000,28.17,19254408.4
1475463600,683000,683500,683000,683000,45.16,30860540.72
1475467200,683000,683500,683000,683000,18.81,12849364.62
1475470800,683000,683500,683000,683500,8.63,5897493.77
1475474400,683500,684000,683500,684000,25.45,17403485.74
1475478000,684000,684500,684000,684500,15.84,10841097.34
1475481600,684000,684500,684500,684000,4.84,3311955.61
1475485200,684000,685000,684000,685000,14.9,10200031.9
1475488800,683500,685000,685000,684000,35.86,24539487.45
1475492400,683500,684000,684000,683500,12.78,8736319.56
1475496000,683000,684000,683500,684000,16.02,10946751.01
1475499600,684000,684500,684000,684500,6.77,4632339.93
1475503200,683500,685000,684500,683500,28.88,19775315.3
1475506800,683500,684500,683500,683500,7.11,4867374
1475510400,683000,685000,683500,683000,62.95,43055609.96
1475514000,683000,685000,683000,684500,7.77,5316502.51
1475517600,683000,684500,684500,683000,18.82,12863271.36
1475521200,682500,683000,683000,682500,0.2224,151816.19
1475524800,682500,682500,682500,682500,0,0
1475528400,682500,682500,682500,682500,0,0
1475532000,682500,684000,682500,682500,18.55,12663782.28
1475535600,682500,684000,682500,683500,3.72,2539250
1475539200,683500,684500,683500,684500,32.58,22287684.2
1475542800,683000,685000,684500,684500,51.85,35475192.7
1475546400,684500,685000,684500,684500,25.39,17388559.98
1475550000,681000,684500,684500,682500,153.62,104846327.68
1475553600,682000,683000,682500,682000,32.29,22035934.76
1475557200,682000,682500,682000,682000,22.42,15296232.35
1475560800,681500,682500,682000,682000,24.43,16666591.67
1475564400,682000,684000,682000,683000,56.12,38351979.78
1475568000,683000,683500,683500,683500,14.44,9869343.1
1475571600,681500,683500,683500,682500,56.66,38665655.51
1475575200,681500,682500,682500,681500,14.5,9895318.81
1475578800,681500,682500,681500,682500,42.36,28906173.02
1475582400,681500,684000,682500,683500,45.27,30928884.78
1475586000,683000,683500,683500,683500,30.3,20706610.89
1475589600,683000,684000,683500,683000,8.18,5587342.58
1475593200,682500,684000,683000,683500,7.66,5230052.94
1475596800,683500,684500,683500,684500,14.29,9775478.79
1475600400,684000,684500,684500,684500,8,5472978.18
1475604000,683500,684500,684500,684500,13.9,9503249.76
1475607600,684000,684500,684500,684000,0.4331,296265
1475611200,683500,685000,684000,685000,15.05,10300394.29
1475614800,684000,685000,685000,684000,0.8832,604083.01
1475618400,683500,684500,684000,683500,6.49,4441316.94
1475622000,683500,685000,683500,685000,0.8448,577867.85
1475625600,683500,685000,685000,684000,8.45,5785336.93
1475629200,684000,685500,684000,685500,35.13,24060501.6
1475632800,684500,686000,685500,685500,11.78,8075226.49
1475636400,684500,686500,685500,684500,54.48,37352536.52
1475640000,683500,684500,684500,684500,42.54,29103052.46
1475643600,683000,684500,684500,684000,29.79,20364755.63
1475647200,683000,686000,684000,686000,64.89,44394816.68
1475650800,686000,687000,686000,686000,73.88,50713073.16
1475654400,686000,687000,686000,686000,14.93,10249407.47
1475658000,686000,687500,686000,687500,21.99,15107688.83
1475661600,686500,688500,687500,686500,46.72,32123865.71
1475665200,685500,687500,686500,686000,44.64,30628614.6
1475668800,682500,687000,686000,687000,123.91,84824936.62
1475672400,686500,688000,687000,688000,32.8,22552928.61
1475676000,687500,690000,688000,690000,54.47,37517270.41
1475679600,688500,690500,690000,690000,48.27,33303944.14
1475683200,689500,690000,690000,689500,7.12,4913309.7
1475686800,689000,690000,689500,689000,1.38,948560.96
1475690400,689000,689500,689000,689000,0.09569,65960.53
1475694000,689000,690000,689000,690000,6.4,4413215
1475697600,689500,690000,690000,689500,5.76,3975584.12
1475701200,687500,690000,689500,687500,12.68,8726119.05
1475704800,687500,689500,687500,688000,5.98,4121000.43
1475708400,686500,690000,688000,688500,36.08,24820905.4
1475712000,688500,690500,688500,690500,49.79,34345123.71
1475715600,688500,691500,690500,690500,128.83,88980103.32
1475719200,689500,690500,690500,689500,23.48,16200301.88
1475722800,687500,689500,689500,688500,25.71,17690654.38
1475726400,688500,689500,688500,688500,11.92,8214578.91
1475730000,686500,689500,688500,689000,98.67,67897842.15
1475733600,687000,689500,689000,687000,34.87,23999337.42
1475737200,687000,688500,687000,688500,18.18,12507888.27
1475740800,687500,690000,687500,688500,66.8,46013994.04
1475744400,688000,690000,688500,689000,48.31,33317000.45
1475748000,689000,690000,689000,690000,14.56,10045759.26
1475751600,689000,690500,690000,690000,46.76,32276191.23
1475755200,689500,691500,690000,690500,25.5,17618401.33
1475758800,689000,690500,690500,690500,35.68,24618960.84
1475762400,690000,691500,690500,690000,51.08,35281396.49
1475766000,690000,692000,690000,691500,24.71,17069489.92
1475769600,689500,691500,691500,690500,12.81,8844759.53
1475773200,689500,690500,690500,689500,4.87,3363731.36
1475776800,689500,689500,689500,689500,0,0
1475780400,689500,690500,689500,690500,3,2071365
1475784000,690000,691500,690500,690000,9.86,6814200.91
1475787600,690000,691500,690000,691500,8.33,5758150.61
1475791200,690500,692000,691500,690500,0.8546,590889.39
1475794800,690000,691000,690500,691000,11.39,7864055.42
1475798400,690000,692000,691000,691500,72.61,50181966.38
1475802000,690000,691500,691500,691000,12.54,8663332.73
1475805600,690500,692000,691000,692000,29.88,20653140.99
1475809200,690500,692000,692000,690500,26.54,18334463.64
1475812800,690000,691000,690500,690000,22.78,15722494.91
1475816400,690000,691000,690000,690000,21.05,14534170.32
1475820000,690000,692000,690000,691000,12.33,8521346.84
1475823600,690000,691500,691000,691000,38.06,26300727.76
1475827200,691000,693000,691000,693000,95.69,66209085.59
1475830800,692500,693500,693000,693500,56.22,38973096.43
1475834400,693000,694500,693500,694000,35.49,24628584.89
1475838000,693000,695500,694000,695500,51.79,35989794.76
1475841600,694000,696500,695500,696000,29.26,20351488.36
1475845200,696000,697000,696000,697000,71.4,49730942.12
1475848800,695500,697500,697000,696000,48.11,33499720.62
1475852400,695500,697000,696000,696500,12.5,8709200.58
1475856000,693500,697000,696500,693500,40.78,28346303.34
1475859600,693500,695500,693500,695500,1.87,1301607.5
1475863200,695000,695500,695500,695000,3.96,2752310.51
1475866800,695000,696500,695000,695500,20.59,14334278.1
1475870400,695500,696000,695500,696000,4.21,2929384.1
1475874000,696000,696000,696000,696000,1.5,1046575.2
1475877600,696000,696000,696000,696000,3.42,2380320
1475881200,695500,697000,696000,695500,15.4,10711763.93
1475884800,695500,697500,695500,697500,33.46,23321043.25
1475888400,696000,698500,697500,696000,56.51,39438895.08
1475892000,696000,697500,696000,696000,44.04,30672255.7
1475895600,696000,697000,696000,696500,19.75,13757979.91
1475899200,696500,698000,696500,698000,37.38,26061715.4
1475902800,698000,700000,698000,699500,92.19,64456051
1475906400,699000,701000,699500,699000,127.96,89552228.23
1475910000,697000,699000,699000,697000,41,28632361.52
1475913600,696500,697500,697000,697000,20.82,14515807.49
1475917200,697000,698500,697000,697500,63.91,44619024.95
1475920800,697500,698000,697500,697500,1.31,910732.15
1475924400,696500,698000,697500,696500,49.48,34475956.61
1475928000,696000,697000,696500,696500,24.27,16901776.51
1475931600,695500,696500,696500,695500,36.11,25134154.87
1475935200,695500,696500,695500,696000,22.13,15401970.11
1475938800,696000,696000,696000,696000,0,0
1475942400,695500,698000,696000,698000,49.85,34730180.81
1475946000,695000,698000,698000,695000,8,5573914.12
1475949600,695000,695000,695000,695000,0,0
1475953200,695000,695000,695000,695000,6.66,4629709.01
1475956800,695000,695000,695000,695000,0,0
1475960400,695000,695000,695000,695000,0,0
1475964000,695000,696500,695000,696500,0.7179,499999.7
1475967600,695500,696500,696500,696500,0.4559,317525.85
1475971200,696000,697000,696500,697000,16.71,11638623.03
1475974800,696000,697000,697000,696000,16.68,11613721.95
1475978400,695500,696500,696000,696500,65.67,45737720.61
1475982000,695000,696500,696500,695000,24.18,16809341.7
1475985600,694500,695000,695000,694500,5.48,3806251.24
1475989200,694000,695000,694500,694000,2.46,1705215.45
1475992800,694000,694500,694000,694000,12.62,8760614.12
1475996400,694000,694500,694000,694000,3.33,2314125.99
1476000000,694500,694500,694500,694500,1.71,1191000.01
1476003600,692500,694500,694500,693500,16.61,11519800.52
1476007200,692500,694500,693500,694000,5.21,3613599.29
1476010800,692500,694000,694000,692500,7.48,5180480.8
1476014400,692500,694000,692500,693000,59.4,41193274.12
1476018000,692000,693000,693000,692000,18.88,13074151.56
1476021600,692000,693000,692000,693000,6.53,4525767.9
1476025200,692000,693000,693000,692000,12.35,8551291.12
1476028800,692000,693000,692000,692000,5.05,3496286
1476032400,692000,694500,692000,694500,30.35,21054045.29
1476036000,694500,695000,694500,694500,4.97,3449191.38
1476039600,694500,695000,694500,694500,8.93,6199230.55
1476043200,694500,694500,694500,694500,0.3338,231802
1476046800,692500,694500,694500,692500,1.54,1066416.76
1476050400,692500,692500,692500,692500,0.5,346250
1476054000,692500,694000,692500,692500,0.4798,332285.72
1476057600,691500,693500,692500,693500,61.61,42641866.93
1476061200,693000,694500,693500,694500,10.65,7389053.89
1476064800,693000,696000,694500,696000,36.32,25233658
1476068400,694500,696500,696000,696000,36.37,25315772.08
1476072000,695000,697500,696000,696500,26.84,18692925.82
1476075600,694500,697000,696500,694500,49.82,34678380.13
1476079200,693500,696000,694500,693500,19.38,13456191.58
1476082800,693500,695500,693500,695000,28.02,19461118.65
1476086400,693000,694000,694000,694000,33.31,23113777.61
1476090000,693000,694500,694000,694500,39.12,27140169.75
1476093600,693500,695500,694500,693500,30.94,21498103.8
1476097200,693000,695000,693500,695000,39.49,27414836.47
1476100800,694000,695000,695000,695000,12.31,8549398.84
1476104400,694500,696000,695000,695000,42.87,29807190.56
1476108000,695000,696500,695000,696000,117.37,81685247.98
1476111600,694000,696500,696000,694000,10.47,7285614.11
1476115200,693500,695500,694000,693500,48.6,33732089.7
1476118800,693500,694500,693500,694500,0.1464,101695.98
1476122400,694500,696000,694500,696000,1.81,1257790
1476126000,696000,696000,696000,696000,0,0
1476129600,696000,696000,696000,696000,3.74,2600440
1476133200,696000,696000,696000,696000,0,0
1476136800,695500,696000,696000,695500,0.37,257335
1476140400,694500,696000,695500,696000,21.54,14985059.73
1476144000,695500,697000,696000,696500,57.36,39939163.45
1476147600,696000,698000,696500,697000,84.39,58815384
1476151200,697000,698500,697000,697500,66.85,46634952.12
1476154800,697500,698500,697500,698500,25.82,18023654.5
1476158400,698500,717000,698500,716000,342.17,241171687.56
1476162000,714500,717500,716000,715500,63.68,45587423.24
1476165600,713500,716000,715500,713500,84.56,60390438.64
1476169200,712000,715000,713500,714000,77.88,55552870.56
1476172800,714000,716000,714500,714000,33.31,23794218.17
1476176400,713000,715500,714000,713500,78.84,56314960.14
1476180000,713000,716500,713500,714500,32.71,23384097.17
1476183600,714000,718000,714500,718000,121.21,86849184.97
1476187200,715000,718000,718000,715000,23.96,17133377.13
1476190800,715000,718000,715000,718000,46.35,33244422.14
1476194400,717500,718500,718000,718000,30.22,21708034.53
1476198000,717500,718500,718000,717500,21.18,15207180.89
1476201600,717500,720000,717500,718500,55.29,39756656.04
1476205200,718500,720000,718500,720000,10.23,7359793.65
1476208800,718000,720000,720000,720000,8.03,5779923.1
1476212400,720000,725000,720000,725000,31.53,22740113.92
1476216000,720000,725000,725000,720000,54.79,39598170.48
1476219600,719500,722000,720000,722000,2.22,1597392.94
1476223200,719500,722000,722000,722000,26.43,19060935.84
1476226800,719500,724000,722000,724000,37.55,27146715.62
1476230400,723500,725500,724000,724500,51.87,37577713.09
1476234000,724000,727000,724500,724500,56.9,41308960.68
1476237600,722500,724500,724500,722500,122.87,88905151.89
1476241200,722500,724500,722500,722500,32.65,23625758.66
1476244800,721000,725000,722500,722000,85.13,61586889.29
1476248400,718000,722000,722000,722000,62.08,44743782.81
1476252000,722000,725000,722000,723500,129.51,93645057.74
1476255600,722000,723500,723500,722000,35.21,25465720.5
1476259200,722500,724000,723000,724000,34.04,24618827.65
1476262800,723500,726500,724000,726500,44.92,32557392.16
1476266400,726500,728000,726500,727500,47.46,34533886.24
1476270000,727500,728500,727500,728000,30.78,22413265.44
1476273600,728000,729500,728000,729500,31.97,23286354.1
1476277200,729500,732000,729500,730000,126.48,92411834.48
1476280800,729500,731500,730000,730500,68.93,50333781.35
1476284400,730000,730500,730500,730000,3.26,2380354
1476288000,727500,735000,730000,729500,89.34,65302826.22
1476291600,727500,729500,729500,727500,4.63,3379140.37
1476295200,727500,730000,727500,730000,3.41,2489260
1476298800,730000,730000,730000,730000,0.725,529250
1476302400,730000,731000,730000,730000,15.99,11673868
1476306000,727500,730000,730000,729500,6.74,4907189.34
1476309600,728000,730500,729500,730000,22.51,16419692.67
1476313200,720000,730000,730000,728500,98.85,71566302.91
1476316800,726500,728500,728500,726500,85.81,62435450.7
1476320400,720500,729500,726500,729000,62.4,45307962.78
1476324000,726500,730000,729000,728000,45.08,32872329.62
1476327600,728000,730000,728000,730000,31.03,22633040.1
1476331200,729000,730000,730000,729000,16.73,12200780.87
1476334800,726500,731000,729000,726500,111.67,81358207.19
1476338400,726500,729500,726500,729000,81.94,59637312.32
1476342000,726500,729500,729000,726500,43.87,31936121.28
1476345600,726500,727000,726500,726500,24.36,17711565.21
1476349200,726500,729500,726500,728500,28.78,20958572.55
1476352800,726500,728500,728500,727500,43.96,31989279.91
1476356400,727500,729500,727500,729500,35.77,26061018.05
1476360000,728500,730500,729500,728500,41.41,30222654.29
1476363600,728000,729500,728500,729500,23.87,17391334.71
1476367200,728000,731500,729500,728000,95.95,70060240.25
1476370800,728000,729500,728000,729500,6.69,4876760
1476374400,728000,729500,729500,729500,5.42,3954515.81
1476378000,728000,730000,729500,728000,17.33,12628912.36
1476381600,728000,728500,728000,728000,0.2645,192577
1476385200,727000,728500,728000,727000,38.13,27746754.26
1476388800,727000,727000,727000,727000,0,0
1476392400,727000,729500,727000,729500,2,1459000
1476396000,727000,729500,729500,729000,7.8,5676747.23
1476399600,729000,729000,729000,729000,0.01372,10000
1476403200,727000,729000,729000,728000,9.24,6725535.08
1476406800,727000,728500,728000,727500,13.7,9968191.37
1476410400,726500,728500,727500,728500,45.17,32874333.74
1476414000,726500,730500,728500,730500,100.62,73441243.84
1476417600,727500,730500,730500,728500,24.17,17602789.41
1476421200,725500,728500,728500,726000,72,52323734.3
1476424800,726000,728500,726000,727500,24.97,18169490.56
1476428400,726500,728500,727500,728500,43.45,31623194.86
1476432000,727000,729000,729000,727000,15.56,11331089.38
1476435600,727000,730000,727000,730000,47,34261952.13
1476439200,729000,730000,730000,730000,6.88,5022630.33
1476442800,728500,730000,730000,730000,88.93,64874109.32
1476446400,728500,731000,730000,731000,21.47,15684998.47
1476450000,728000,731500,731000,728500,32.95,24027099.96
1476453600,728500,729500,728500,729500,27.6,20125083.7
1476457200,729500,730000,729500,730000,0.6425,468750
1476460800,728500,730000,730000,729000,7.24,5280672.34
1476464400,728500,730000,729000,730000,11.89,8676469.5
1476468000,730000,730000,730000,730000,0.3288,240000
1476471600,730000,730000,730000,730000,0,0
1476475200,729000,730000,730000,729000,0.06309,46015.31
1476478800,729000,730000,729000,730000,1.6,1168000
1476482400,729500,730000,730000,729500,13.52,9868880.04
1476486000,729500,730000,729500,730000,3.47,2531154.69
1476489600,729000,730500,730000,730500,21.79,15907678.98
1476493200,729500,731000,730500,731000,10,7307274.36
1476496800,730000,731500,731000,731500,20.14,14716966.19
1476500400,730500,732500,731500,731000,46.69,34165891.8
1476504000,730500,732500,731000,732500,11.74,8582291.05
1476507600,731000,732500,732500,732500,47.04,34445460.4
1476511200,731000,732500,732500,731000,12.13,8873558.95
1476514800,731000,732000,731000,732000,17.31,12668453.05
1476518400,731000,732000,731500,732000,5.35,3908959.46
1476522000,731000,732000,732000,731000,9.98,7298599.62
1476525600,731000,732000,731000,732000,6.06,4436425.84
1476529200,731500,732000,732000,732000,17,12445724.25
1476532800,731500,733000,732000,733000,24.81,18170455.57
1476536400,732500,733500,733000,733500,51.15,37517901.92
1476540000,732500,734000,733500,734000,11.26,8261791.02
1476543600,733000,734000,734000,733000,1.31,959350.4
1476547200,733000,734000,733000,733000,23.83,17476426.51
1476550800,732500,734500,733000,732500,14.8,10848571.64
1476554400,731000,733500,732500,732500,38.01,27822901.65
1476558000,731000,732500,732500,732500,5.38,3935669.89
1476561600,732500,733500,732500,732500,3.38,2475607.27
1476565200,730000,732500,732500,731500,33.84,24736899.17
1476568800,730000,731500,731500,730000,4,2920000
1476572400,730000,732000,730000,730000,3.05,2230667.55
1476576000,730000,732000,730000,732000,10.28,7512412.4
1476579600,732000,732500,732000,732000,4.08,2984403.82
1476583200,732000,732500,732000,732500,2.82,2063556.38
1476586800,731500,732500,732500,731500,9.4,6880283.47
1476590400,731500,733500,731500,732500,28.58,20952800.58
1476594000,731500,733500,732500,732000,3.51,2567048.83
1476597600,732000,733500,732000,733500,12.59,9227397.62
1476601200,733500,734500,733500,733500,45.75,33588544.53
1476604800,733500,733500,733500,733500,14.06,10309888
1476608400,733000,734500,733500,734500,54.84,40228171.19
1476612000,734500,738000,734500,737500,95.6,70370640.09
1476615600,736000,737500,737500,736500,47.7,35138656.8
1476619200,736000,737000,736500,736000,27.6,20323825.69
1476622800,735500,736000,736000,736000,71.62,52699306.22
1476626400,735500,736000,736000,735500,23,16917456.55
1476630000,735500,736000,735500,735500,6.06,4459636.87
1476633600,735000,736000,735500,735000,84.43,62091057.22
1476637200,735000,735500,735000,735500,9.86,7248573.27
1476640800,735500,736000,735500,736000,4.66,3429628.13
1476644400,735500,736000,736000,736000,5.7,4195973.81
1476648000,735500,736000,736000,735500,2.82,2076002.33
1476651600,735000,735500,735500,735000,1.46,1070029.71
1476655200,735000,735500,735000,735000,14.41,10594819.03
1476658800,735000,736500,735000,736500,15.21,11189109
1476662400,735000,736500,736500,735000,35.26,25925507.15
1476666000,735000,736000,735000,736000,13.57,9980945.07
1476669600,735000,736000,736000,735500,16.48,12121241.33
1476673200,735000,736500,735500,736000,36.71,27006475.69
1476676800,736000,737500,736000,736500,146.56,107966721.27
1476680400,735500,736500,736500,736000,16.11,11860962.78
1476684000,735000,736500,736000,736500,44.76,32923966.47
1476687600,735500,736500,736500,736500,37.16,27353213.57
1476691200,736000,737500,737500,737000,22.89,16857680.78
1476694800,736500,737000,737000,737000,46.76,34447563.39
1476698400,736000,737000,737000,737000,19.77,14566213.62
1476702000,736000,737500,737000,737500,48.85,36001590.65
1476705600,736500,737500,737500,737500,7.13,5254246.72
1476709200,736500,738500,737500,738500,51.64,38093404.67
1476712800,737500,738500,738500,738000,22.38,16517302.01
1476716400,736000,738000,738000,736500,61.44,45270649.2
1476720000,734500,738500,736500,735500,148.46,109163469.27
1476723600,734000,735500,735500,734000,5.44,3992975.01
1476727200,734000,737000,734000,737000,6,4422000
1476730800,736500,737000,737000,736500,2.16,1594000
1476734400,736500,736500,736500,736500,0.4073,300000
1476738000,735000,736500,736500,736000,0.361,265455.78
1476741600,736000,736000,736000,736000,1,736000
1476745200,736000,737000,736000,736500,24.13,17772993.02
1476748800,735000,736500,736500,736500,37.48,27603133.55
1476752400,734500,736500,736500,736500,53.72,39542831.75
1476756000,734500,736500,736500,734500,41.37,30423579.31
1476759600,733000,735500,734500,733000,60.07,44088896.45
1476763200,733000,735000,733000,733500,47.89,35172842.11
1476766800,732500,734500,733500,732500,77.03,56524046.01
1476770400,732000,733500,732500,732500,42.15,30886129.53
1476774000,731500,733000,732500,732500,54.98,40268880.74
1476777600,729500,733500,730000,733500,50.3,36845868.52
1476781200,733000,733500,733500,733500,17.43,12781305.81
1476784800,731500,733500,733500,733500,58.69,43020917.1
1476788400,730500,733500,733500,733000,43.68,31988544.45
1476792000,732500,733500,733000,733000,30.46,22320944.18
